Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year
Marc Gasol,C,36,LAL,52,42,19.1,1.7,3.7,.454,1.0,2.3,.410,0.7,1.4,.528,.582,0.7,1.0,.720,0.7,3.4,4.1,2.1,0.5,1.1,1.0,2.2,5.0,2021
Paul George,SF,30,LAC,54,54,33.7,8.2,17.6,.467,3.2,7.7,.411,5.1,9.9,.510,.557,3.7,4.2,.868,0.8,5.8,6.6,5.2,1.1,0.4,3.3,2.4,23.3,2021
Draymond Green,PF,30,GSW,63,63,31.5,2.7,6.0,.447,0.5,2.0,.270,2.2,4.0,.535,.492,1.1,1.4,.795,0.9,6.3,7.1,8.9,1.7,0.8,3.0,3.1,7.0,2021
Blake Griffin,PF,31,TOT,46,30,25.8,3.8,8.9,.423,1.5,4.5,.341,2.3,4.5,.505,.509,1.9,2.5,.744,0.8,4.1,4.9,3.0,0.7,0.3,1.3,2.4,11.0,2021
Blake Griffin,PF,31,DET,20,20,31.3,4.1,11.1,.365,2.0,6.2,.315,2.1,4.9,.429,.453,2.2,3.1,.710,0.4,4.9,5.2,3.9,0.7,0.1,1.6,2.1,12.3,2021
Blake Griffin,PF,31,BRK,26,10,21.5,3.6,7.3,.492,1.2,3.1,.383,2.4,4.2,.574,.574,1.7,2.1,.782,1.1,3.6,4.7,2.4,0.7,0.5,1.2,2.7,10.0,2021
James Harden,PG,31,TOT,44,43,36.6,7.8,16.7,.466,2.8,7.6,.362,5.0,9.1,.553,.548,6.3,7.3,.861,0.8,7.1,7.9,10.8,1.2,0.8,4.0,2.3,24.6,2021
James Harden,PG,31,HOU,8,8,36.3,7.5,16.9,.444,3.1,9.0,.347,4.4,7.9,.556,.537,6.6,7.5,.883,0.6,4.5,5.1,10.4,0.9,0.8,4.3,1.8,24.8,2021
James Harden,PG,31,BRK,36,35,36.6,7.8,16.6,.471,2.7,7.3,.366,5.2,9.4,.552,.551,6.3,7.3,.856,0.8,7.7,8.5,10.9,1.3,0.8,4.0,2.4,24.6,2021
Jrue Holiday,PG,30,MIL,59,56,32.3,7.0,13.9,.503,1.9,4.8,.392,5.1,9.2,.561,.570,1.8,2.3,.787,1.2,3.3,4.5,6.1,1.6,0.6,2.2,1.7,17.7,2021
Al Horford,C,34,OKC,28,28,27.9,5.8,12.9,.450,2.0,5.4,.368,3.8,7.4,.510,.528,0.6,0.8,.818,1.0,5.7,6.7,3.4,0.9,0.9,1.0,1.7,14.2,2021
Dwight Howard,C,35,PHI,69,6,17.3,2.6,4.4,.587,0.1,0.3,.250,2.5,4.1,.611,.596,1.8,3.0,.576,2.8,5.7,8.4,0.9,0.4,0.9,1.6,2.9,7.0,2021
Andre Iguodala,SF,37,MIA,63,5,21.3,1.5,3.9,.383,1.0,2.9,.330,0.6,1.0,.530,.504,0.4,0.6,.658,0.6,2.9,3.5,2.3,0.9,0.6,1.1,1.4,4.4,2021
Kyrie Irving,PG,28,BRK,54,54,34.9,10.2,20.1,.506,2.8,7.0,.402,7.4,13.1,.561,.576,3.7,4.0,.922,1.0,3.8,4.8,6.0,1.4,0.7,2.4,2.6,26.9,2021
LeBron James,PG,36,LAL,45,45,33.4,9.4,18.3,.513,2.3,6.3,.365,7.1,12.0,.591,.576,4.0,5.7,.698,0.6,7.0,7.7,7.8,1.1,0.6,3.7,1.6,25.0,2021
Nikola Jokic,C,25,DEN,72,72,34.6,10.2,18.0,.566,1.3,3.3,.388,8.9,14.7,.606,.602,4.8,5.5,.868,2.8,8.0,10.8,8.3,1.3,0.7,3.1,2.7,26.4,2021
DeAndre Jordan,C,32,BRK,57,43,21.9,3.3,4.4,.763,0.0,0.0,.000,3.3,4.4,.766,.763,0.8,1.6,.500,2.1,5.4,7.5,1.6,0.3,1.1,1.5,2.0,7.5,2021
Kawhi Leonard,SF,29,LAC,52,52,34.1,8.9,17.5,.512,1.9,4.9,.398,7.0,12.6,.557,.568,5.0,5.7,.885,1.1,5.4,6.5,5.2,1.6,0.4,2.0,1.6,24.8,2021
Damian Lillard,PG,30,POR,67,67,35.8,9.0,19.9,.451,4.1,10.5,.391,4.9,9.4,.519,.554,6.7,7.2,.928,0.5,3.7,4.2,7.5,0.9,0.3,3.0,1.5,28.8,2021
Kevin Love,PF,32,CLE,25,25,24.9,4.1,10.1,.409,2.3,6.2,.365,1.8,3.8,.479,.522,1.7,2.0,.824,0.7,6.8,7.4,2.5,0.6,0.1,1.5,1.0,12.2,2021
Kyle Lowry,PG,34,TOR,46,46,34.8,5.7,13.0,.436,2.8,7.2,.396,2.8,5.8,.487,.546,3.0,3.5,.875,0.8,4.6,5.4,7.3,1.0,0.3,2.7,3.1,17.2,2021
Khris Middleton,SF,29,MIL,68,68,33.4,7.5,15.8,.476,2.2,5.4,.414,5.3,10.4,.508,.546,3.1,3.5,.898,0.8,5.2,6.0,5.4,1.1,0.1,2.6,2.4,20.4,2021
Paul Millsap,PF,35,DEN,56,36,20.8,3.4,7.2,.476,0.9,2.6,.343,2.5,4.6,.550,.537,1.3,1.8,.724,1.4,3.3,4.7,1.8,0.9,0.6,0.9,2.0,9.0,2021
Victor Oladipo,SG,28,TOT,33,33,32.7,7.1,17.5,.408,2.4,7.2,.326,4.8,10.2,.466,.476,3.2,4.2,.754,0.4,4.5,4.8,4.6,1.4,0.4,2.5,2.5,19.8,2021
Victor Oladipo,SG,28,IND,9,9,33.3,7.1,16.9,.421,2.8,7.7,.362,4.3,9.2,.470,.503,3.0,4.1,.730,0.1,5.6,5.7,4.2,1.7,0.2,2.0,2.6,20.0,2021
Victor Oladipo,SG,28,HOU,20,20,33.5,7.8,19.1,.407,2.5,7.7,.320,5.3,11.4,.465,.471,3.3,4.2,.783,0.4,4.4,4.8,5.0,1.2,0.5,2.6,2.3,21.2,2021
Victor Oladipo,SG,28,MIA,4,4,27.8,4.0,10.8,.372,1.0,4.3,.235,3.0,6.5,.462,.419,3.0,4.5,.667,0.8,2.8,3.5,3.5,1.8,0.5,3.5,3.3,12.0,2021
Chris Paul,PG,35,PHO,70,70,31.4,6.3,12.6,.499,1.5,3.7,.395,4.8,8.9,.543,.557,2.4,2.6,.934,0.4,4.1,4.5,8.9,1.4,0.3,2.2,2.4,16.4,2021
Rajon Rondo,PG,34,TOT,45,3,17.1,2.1,4.8,.442,0.8,2.0,.404,1.3,2.8,.468,.526,0.4,0.4,.941,0.4,2.0,2.4,4.4,0.8,0.1,1.8,1.2,5.4,2021
Rajon Rondo,PG,34,ATL,27,2,14.9,1.6,4.1,.400,0.6,1.7,.378,1.0,2.4,.415,.477,0.0,0.1,.500,0.1,1.9,2.0,3.5,0.7,0.1,1.4,0.9,3.9,2021
Rajon Rondo,PG,34,LAC,18,1,20.4,2.8,5.8,.486,1.1,2.4,.432,1.8,3.4,.525,.576,0.8,0.8,1.000,0.8,2.3,3.1,5.8,1.0,0.1,2.2,1.6,7.6,2021
Ben Simmons,PG,24,PHI,58,58,32.4,5.6,10.1,.557,0.1,0.2,.300,5.6,9.9,.562,.560,3.0,4.9,.613,1.6,5.6,7.2,6.9,1.6,0.6,3.0,2.9,14.3,2021
Jeff Teague,PG,32,TOT,55,7,17.3,2.2,5.2,.433,0.7,1.5,.439,1.6,3.7,.431,.496,1.6,1.9,.848,0.3,1.3,1.6,2.4,0.6,0.2,1.2,1.0,6.7,2021
Jeff Teague,PG,32,BOS,34,5,18.1,2.3,5.5,.415,0.8,1.6,.464,1.5,3.9,.394,.484,1.5,1.8,.836,0.3,1.4,1.7,2.1,0.8,0.2,1.1,1.3,6.9,2021
Jeff Teague,PG,32,MIL,21,2,15.9,2.1,4.6,.469,0.5,1.2,.385,1.7,3.3,.500,.521,1.8,2.1,.864,0.2,1.2,1.5,2.8,0.4,0.2,1.2,0.6,6.6,2021
Kemba Walker,PG,30,BOS,43,43,31.8,6.6,15.7,.420,3.0,8.2,.360,3.7,7.5,.486,.514,3.1,3.5,.899,0.4,3.6,4.0,4.9,1.1,0.3,2.0,1.4,19.3,2021
John Wall,PG,30,HOU,40,40,32.2,7.3,18.2,.404,2.0,6.2,.317,5.4,11.9,.449,.458,4.0,5.3,.749,0.4,2.8,3.2,6.9,1.1,0.8,3.5,1.2,20.6,2021
Russell Westbrook,PG,32,WAS,65,65,36.4,8.4,19.0,.439,1.3,4.2,.315,7.0,14.8,.475,.474,4.2,6.4,.656,1.7,9.9,11.5,11.7,1.4,0.4,4.8,2.9,22.2,2021
LaMarcus Aldridge,C,36,BRK,47,12,22.3,5.4,9.7,.550,0.3,1.0,.304,5.1,8.8,.578,.566,1.9,2.2,.873,1.6,3.9,5.5,0.9,0.3,1.0,0.9,1.7,12.9,2022
Giannis Antetokounmpo,PF,27,MIL,67,67,32.9,10.3,18.6,.553,1.1,3.6,.293,9.2,15.0,.616,.582,8.3,11.4,.722,2.0,9.6,11.6,5.8,1.1,1.4,3.3,3.2,29.9,2022
Bradley Beal,SG,28,WAS,40,40,36.0,8.7,19.3,.451,1.6,5.3,.300,7.1,14.0,.508,.492,4.2,5.1,.833,1.0,3.8,4.7,6.6,0.9,0.4,3.4,2.4,23.2,2022
Jimmy Butler,SF,32,MIA,57,57,33.9,7.0,14.5,.480,0.5,2.0,.233,6.5,12.5,.520,.496,6.9,8.0,.870,1.8,4.1,5.9,5.5,1.6,0.5,2.1,1.5,21.4,2022
Stephen Curry,PG,33,GSW,64,64,34.5,8.4,19.1,.437,4.5,11.7,.380,3.9,7.4,.527,.554,4.3,4.7,.923,0.5,4.7,5.2,6.3,1.3,0.4,3.2,2.0,25.5,2022
Anthony Davis,C,28,LAL,40,40,35.1,9.3,17.4,.532,0.3,1.8,.186,8.9,15.6,.571,.542,4.4,6.1,.713,2.7,7.2,9.9,3.1,1.2,2.3,2.1,2.4,23.2,2022
DeMar DeRozan,PF,32,CHI,76,76,36.1,10.2,20.2,.504,0.7,1.9,.352,9.5,18.3,.520,.521,6.8,7.8,.877,0.7,4.4,5.2,4.9,0.9,0.3,2.4,2.3,27.9,2022
Goran Dragic,PG,35,TOT,21,8,23.7,2.7,7.2,.377,0.8,3.0,.254,2.0,4.2,.466,.430,1.3,1.6,.818,0.6,2.5,3.1,4.1,0.9,0.2,1.6,2.1,7.5,2022
Goran Dragic,PG,35,TOR,5,2,18.0,2.6,6.8,.382,0.8,2.8,.286,1.8,4.0,.450,.441,2.0,2.0,1.000,0.4,2.4,2.8,1.8,1.0,0.2,0.2,1.6,8.0,2022
Goran Dragic,PG,35,BRK,16,6,25.5,2.8,7.3,.376,0.8,3.1,.245,2.0,4.3,.471,.427,1.1,1.4,.739,0.7,2.5,3.2,4.8,0.9,0.2,2.1,2.3,7.3,2022
Kevin Durant,PF,33,BRK,55,55,37.2,10.5,20.3,.518,2.1,5.5,.383,8.4,14.8,.568,.570,6.8,7.4,.910,0.5,6.9,7.4,6.4,0.9,0.9,3.5,2.1,29.9,2022
Joel Embiid,C,27,PHI,68,68,33.8,9.8,19.6,.499,1.4,3.7,.371,8.4,15.9,.529,.534,9.6,11.8,.814,2.1,9.6,11.7,4.2,1.1,1.5,3.1,2.7,30.6,2022
Paul George,PF,31,LAC,31,31,34.7,8.6,20.5,.421,2.9,8.3,.354,5.7,12.2,.467,.493,4.1,4.8,.858,0.4,6.5,6.9,5.7,2.2,0.4,4.1,2.4,24.3,2022
Draymond Green,PF,31,GSW,46,44,28.9,2.9,5.6,.525,0.3,1.2,.296,2.6,4.4,.586,.556,1.3,2.0,.659,1.0,6.3,7.3,7.0,1.3,1.1,3.0,3.0,7.5,2022
Blake Griffin,C,32,BRK,56,24,17.1,2.4,5.6,.425,0.7,2.6,.262,1.7,3.0,.565,.486,1.0,1.4,.724,1.1,3.0,4.1,1.9,0.5,0.3,0.6,1.7,6.4,2022
James Harden,PG,32,TOT,65,65,37.2,6.3,15.3,.410,2.3,6.9,.330,4.0,8.4,.476,.485,7.2,8.2,.877,0.8,6.8,7.7,10.3,1.3,0.6,4.4,2.4,22.0,2022
James Harden,PG,32,BRK,44,44,37.0,6.6,16.0,.414,2.3,7.0,.332,4.3,9.1,.476,.486,6.9,8.0,.869,1.0,7.0,8.0,10.2,1.3,0.7,4.8,2.4,22.5,2022
James Harden,PG,32,PHI,21,21,37.7,5.5,13.6,.402,2.2,6.7,.326,3.3,6.9,.476,.483,7.9,8.9,.892,0.6,6.5,7.1,10.5,1.2,0.2,3.4,2.3,21.0,2022
Jrue Holiday,PG,31,MIL,67,64,32.9,7.1,14.2,.501,2.0,4.8,.411,5.2,9.4,.547,.570,2.0,2.7,.761,1.0,3.5,4.5,6.8,1.6,0.4,2.7,2.0,18.3,2022
Al Horford,C,35,BOS,69,69,29.1,3.9,8.2,.467,1.3,3.8,.336,2.6,4.4,.582,.546,1.2,1.4,.842,1.6,6.1,7.7,3.4,0.7,1.3,0.9,1.9,10.2,2022
Dwight Howard,C,36,LAL,60,27,16.2,2.2,3.7,.612,0.1,0.3,.533,2.1,3.4,.618,.630,1.6,2.4,.658,2.0,4.0,5.9,0.6,0.6,0.6,0.8,1.9,6.2,2022
Andre Iguodala,SF,38,GSW,31,0,19.5,1.5,3.9,.380,0.5,2.4,.230,0.9,1.5,.617,.450,0.5,0.6,.750,0.7,2.5,3.2,3.7,0.9,0.7,0.9,1.1,4.0,2022
Kyrie Irving,PG,29,BRK,29,29,37.6,10.0,21.2,.469,3.4,8.2,.418,6.5,13.0,.501,.550,4.1,4.4,.915,0.6,3.8,4.4,5.8,1.4,0.6,2.5,2.8,27.4,2022
LeBron James,C,37,LAL,56,56,37.2,11.4,21.8,.524,2.9,8.0,.359,8.6,13.8,.620,.590,4.5,6.0,.756,1.1,7.1,8.2,6.2,1.3,1.1,3.5,2.2,30.3,2022
Joe Johnson,SG,40,BOS,1,0,2.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2022
Nikola Jokic,C,26,DEN,74,74,33.5,10.3,17.7,.583,1.3,3.9,.337,9.0,13.8,.652,.620,5.1,6.3,.810,2.8,11.0,13.8,7.9,1.5,0.9,3.8,2.6,27.1,2022
DeAndre Jordan,C,33,TOT,48,20,13.0,1.9,3.0,.643,0.0,0.0,,1.9,3.0,.643,.643,0.5,0.8,.550,1.7,3.8,5.5,0.4,0.3,0.7,0.8,1.5,4.3,2022
DeAndre Jordan,C,33,LAL,32,19,12.8,1.9,2.8,.674,0.0,0.0,,1.9,2.8,.674,.674,0.4,0.8,.462,1.6,3.8,5.4,0.4,0.3,0.8,0.7,1.6,4.1,2022
DeAndre Jordan,C,33,PHI,16,1,13.4,2.0,3.4,.593,0.0,0.0,,2.0,3.4,.593,.593,0.6,0.9,.714,2.0,3.8,5.8,0.5,0.1,0.6,1.0,1.3,4.6,2022
Damian Lillard,PG,31,POR,29,29,36.4,7.7,19.0,.402,3.2,9.8,.324,4.5,9.2,.485,.486,5.5,6.2,.878,0.4,3.7,4.1,7.3,0.6,0.4,2.9,1.3,24.0,2022
Kevin Love,C,33,CLE,74,4,22.5,4.4,10.3,.430,2.5,6.4,.392,1.9,3.8,.493,.553,2.2,2.7,.838,1.2,6.1,7.2,2.2,0.4,0.2,1.3,1.4,13.6,2022
Kyle Lowry,PG,35,MIA,63,63,33.9,4.4,10.0,.440,2.3,6.1,.377,2.1,3.9,.539,.555,2.3,2.8,.851,0.5,4.0,4.5,7.5,1.1,0.3,2.7,2.8,13.4,2022
Khris Middleton,SF,30,MIL,66,66,32.4,6.8,15.5,.443,2.5,6.6,.373,4.4,8.9,.494,.522,3.9,4.4,.890,0.6,4.8,5.4,5.4,1.2,0.3,2.9,2.4,20.1,2022
Paul Millsap,C,36,TOT,33,1,11.4,1.4,3.5,.391,0.2,1.1,.229,1.1,2.4,.463,.426,0.5,0.7,.708,1.2,2.2,3.5,0.9,0.3,0.4,0.6,2.0,3.5,2022
Paul Millsap,C,36,BRK,24,0,11.3,1.3,3.5,.376,0.3,1.1,.222,1.1,2.4,.448,.412,0.5,0.7,.706,1.2,2.5,3.7,1.0,0.2,0.5,0.5,2.0,3.4,2022
Paul Millsap,C,36,PHI,9,1,11.8,1.4,3.3,.433,0.2,0.9,.250,1.2,2.4,.500,.467,0.6,0.8,.714,1.3,1.4,2.8,0.6,0.6,0.2,0.9,2.1,3.7,2022
Victor Oladipo,SG,29,MIA,8,1,21.6,4.4,9.1,.479,1.9,4.5,.417,2.5,4.6,.541,.582,1.8,2.4,.737,0.4,2.5,2.9,3.5,0.6,0.1,2.0,1.6,12.4,2022
Chris Paul,PG,36,PHO,65,65,32.9,5.6,11.3,.493,1.0,3.1,.317,4.6,8.3,.559,.536,2.6,3.1,.837,0.3,4.0,4.4,10.8,1.9,0.3,2.4,2.1,14.7,2022
Rajon Rondo,PG,35,TOT,39,1,17.9,1.7,4.5,.386,0.8,2.3,.352,0.9,2.3,.420,.474,0.5,0.7,.731,0.4,2.4,2.8,4.4,0.8,0.2,1.7,1.4,4.8,2022
Rajon Rondo,PG,35,LAL,18,0,16.1,1.3,3.9,.324,0.4,1.7,.267,0.8,2.3,.366,.380,0.1,0.1,.500,0.6,2.2,2.7,3.7,0.7,0.3,1.9,1.4,3.1,2022
Rajon Rondo,PG,35,CLE,21,1,19.4,2.1,5.0,.429,1.1,2.8,.397,1.0,2.2,.468,.538,0.9,1.1,.750,0.2,2.6,2.8,4.9,0.9,0.0,1.6,1.5,6.2,2022
Klay Thompson,SG,31,GSW,32,32,29.4,7.7,17.9,.429,3.6,9.3,.385,4.1,8.7,.477,.529,1.4,1.6,.902,0.5,3.4,3.9,2.8,0.5,0.5,1.3,1.7,20.4,2022
Kemba Walker,PG,31,NYK,37,37,25.6,4.0,10.0,.403,2.0,5.4,.367,2.1,4.6,.444,.501,1.6,1.9,.845,0.4,2.6,3.0,3.5,0.7,0.2,1.3,1.0,11.6,2022
Russell Westbrook,PG,33,LAL,78,78,34.3,7.0,15.8,.444,1.0,3.4,.298,6.0,12.4,.485,.476,3.4,5.1,.667,1.4,6.0,7.4,7.1,1.0,0.3,3.8,3.0,18.5,2022
